0.0,125.70110002018791
15.0,89.69234216195817
30.0,129.9194695822979
45.0,152.51211843419887
60.0,74.91111802987996
75.0,71.33253127338281
90.0,99.2335577702185
105.0,95.60851406852451
120.0,102.66695033525083
135.0,83.9811967598455
150.0,125.31680833857901
165.0,137.93203497401655
180.0,119.96437383022065
195.0,155.27688762045156
210.0,142.4758582166965
225.0,98.99560306995122
240.0,122.8729466011156
255.0,90.84767366405508
270.0,134.635489131977
285.0,117.677925759573
300.0,110.02706119524136
315.0,94.30893884005738
330.0,148.48084037111192
345.0,117.95019331605819
360.0,103.7067163330078
375.0,101.37447540831522
390.0,126.26268869499404
405.0,128.95200673877272
420.0,132.8934076193648
435.0,136.2809215478187
450.0,219.47316226729848
465.0,133.56278996217344
480.0,119.15854670542697
495.0,115.50550915540512
510.0,172.17142116938757
525.0,239.28428733810944
540.0,251.413213160876
555.0,281.02885624607853
570.0,331.2672306401574
585.0,412.5865776621416
600.0,445.46642300554913
615.0,442.8276584886394
630.0,397.4088525626952
645.0,403.2206357125458
660.0,388.8729304465733
675.0,374.55090520210666
690.0,380.3340921468562
705.0,342.63531850032757
720.0,334.5929609932018
735.0,293.75974623752
750.0,275.29739021674175
765.0,268.8030931086827
780.0,187.39390947366923
795.0,183.2986657103072
810.0,165.53617829970807
825.0,145.9948268455889
840.0,141.3250973957873
855.0,194.8970792281138
870.0,125.62320711345109
885.0,164.07226487983553
900.0,93.36130327685008
915.0,105.10076616009252
930.0,119.21365474386332
945.0,136.41243591205625
960.0,147.55518876125387
975.0,156.41843883894126
990.0,119.42144666381402
1005.0,107.16022205938054
1020.0,145.5135833935952
1035.0,120.27547971621568
1050.0,85.54384971900996
1065.0,78.99171482954753
1080.0,79.31406137404727
1095.0,113.30445075312937
1110.0,114.2501276239782
1125.0,134.36970122141838
1140.0,106.10589456758703
1155.0,116.55799905858392
1170.0,135.60665160556107
1185.0,111.32223218026436
1200.0,129.6098928360613
1215.0,100.82916448509593
1230.0,102.12730461334776
1245.0,104.45929919101884
1260.0,94.90248210207662
1275.0,152.44778714091
1290.0,170.04581827494542
1305.0,212.05760046676602
1320.0,243.4999663234634
1335.0,246.65308647521186
1350.0,251.2897596087251
1365.0,219.39507534418794
1380.0,191.92212756463613
1395.0,182.6567385663144
1410.0,130.28203770601164
1425.0,111.34432206159647
1440.0,98.07238798381157
1455.0,91.86267391672612
1470.0,114.88133645060113
1485.0,88.43462229694678
1500.0,90.76256114909899
1515.0,138.35472718364642
1530.0,103.08904121871558
1545.0,127.83094286060393
1560.0,88.15524442705872
1575.0,95.79569795632243
1590.0,79.61521813807919
1605.0,87.7462875175649
1620.0,122.50993672585948
1635.0,68.62735666115027
1650.0,102.9457366087148
1665.0,109.01450764564878
1680.0,89.69655187270952
1695.0,67.6436754828239
1710.0,91.83603294712535
1725.0,84.50621240980168
1740.0,101.192835832511
1755.0,101.31424943666144
1770.0,156.19343874394173
1785.0,110.97819865504553
1800.0,83.00983134939744
