candidate,n_folds,rmse_baseline,rmse_candidate,rmse_reduction,t_stat,raw_p,holm_p,holm_threshold,significant_holm,cohens_d,service
holt_winters,3,0.007076196947415393,0.005883721335965431,0.0011924756114499622,1.6245173768228989,0.12288003502405853,0.3686401050721756,0.016666666666666666,False,0.9379155448119254,adservice
xgboost,3,0.007076196947415393,0.005566030861505642,0.0015101660859097516,1.387348022443997,0.14985310432446736,0.3686401050721756,0.025,False,0.8009857542177365,adservice
sarima,3,0.007076196947415393,0.00588872535767829,0.0011874715897371045,1.2366667298698166,0.17086380114586863,0.3686401050721756,0.05,False,0.7139898693881929,adservice
sarima,3,0.00924737400191293,0.00848935501727694,0.0007580189846359888,1.3277926248650396,0.1577596366940408,0.4732789100821224,0.016666666666666666,False,0.7666014293938304,cartservice
xgboost,3,0.00924737400191293,0.007790989681685986,0.0014563843202269444,1.1140876858746156,0.19058807965853442,0.4732789100821224,0.025,False,0.6432188253405565,cartservice
holt_winters,3,0.00924737400191293,0.008158870123009011,0.0010885038789039193,0.8162183709692494,0.2500638962048105,0.4732789100821224,0.05,False,0.47124389619661394,cartservice
holt_winters,3,0.012964406053332767,0.009967514666726943,0.0029968913866058266,6.383933509606958,0.011834706407233138,0.035504119221699416,0.016666666666666666,True,3.6857657302602496,checkoutservice
xgboost,3,0.012964406053332767,0.010440487005577212,0.0025239190477555555,1.1512810163665637,0.18433511814807613,0.36867023629615225,0.025,False,0.6646924047121414,checkoutservice
sarima,3,0.012964406053332767,0.011885675915108222,0.0010787301382245474,0.3261538270001851,0.3876366959036087,0.3876366959036087,0.05,False,0.18830499981578347,checkoutservice
xgboost,3,0.004602807503488941,0.003166144695008812,0.0014366628084801294,2.9495365581615465,0.049145249897904156,0.14743574969371248,0.016666666666666666,False,1.7029157258392111,currencyservice
holt_winters,3,0.004602807503488941,0.0033421783468401806,0.0012606291566487607,2.7541119179650977,0.05521254517776425,0.14743574969371248,0.025,False,1.5900872572155058,currencyservice
sarima,3,0.004602807503488941,0.003311116108060331,0.0012916913954286106,2.235082465196866,0.07747611043568585,0.14743574969371248,0.05,False,1.2904254629424232,currencyservice
holt_winters,3,0.004258751843090427,0.0030512944089915776,0.0012074574340988499,4.499254308406858,0.023008060607072264,0.06902418182121679,0.016666666666666666,False,2.5976456861112833,emailservice
sarima,3,0.004258751843090427,0.0033929859603820897,0.0008657658827083371,2.818454540409625,0.05310310432005863,0.10620620864011726,0.025,False,1.6272354876042203,emailservice
xgboost,3,0.004258751843090427,0.0031534837473360063,0.0011052680957544206,2.053835125065889,0.08818526119550951,0.10620620864011726,0.05,False,1.1857822623279,emailservice
holt_winters,3,0.02375098893107602,0.019204385912981035,0.004546603018094984,2.4799989311849138,0.06565764916784253,0.1969729475035276,0.016666666666666666,False,1.4318280505095942,frontend
sarima,3,0.02375098893107602,0.018578482826989377,0.005172506104086643,2.0781661329410714,0.08663486862822121,0.1969729475035276,0.025,False,1.199829776274291,frontend
xgboost,3,0.02375098893107602,0.019158108000631374,0.004592880930444646,1.0261824629737857,0.20635162452215694,0.20635162452215694,0.05,False,0.5924667212355884,frontend
holt_winters,3,0.006545072515658573,0.005746094979899749,0.0007989775357588241,2.7694034190113017,0.05470063130531025,0.16410189391593075,0.016666666666666666,False,1.5989158094608447,loadgenerator
xgboost,3,0.006545072515658573,0.005406923355290871,0.0011381491603677022,1.2448165723367852,0.16963989361408982,0.33927978722817964,0.025,False,0.7186951831303502,loadgenerator
sarima,3,0.006545072515658573,0.007152267239886589,-0.0006071947242280159,-1.0961086478488733,0.8063020927774003,0.8063020927774003,0.05,False,-0.6328386228966237,loadgenerator
holt_winters,3,0.004512037015823685,0.00399790741923847,0.0005141295965852161,2.0537204061865424,0.08819265994790657,0.26457797984371967,0.016666666666666666,False,1.1857160293520277,paymentservice
xgboost,3,0.004512037015823685,0.003542126993751534,0.0009699100220721514,1.6507508277162641,0.12029036345957696,0.26457797984371967,0.025,False,0.9530614347469827,paymentservice
sarima,3,0.004512037015823685,0.00390314625757078,0.0006088907582529054,0.9012866014464,0.23127953544606422,0.26457797984371967,0.05,False,0.520358061962082,paymentservice
sarima,3,0.007899374286770757,0.005235691470128149,0.002663682816642608,17.162218202250603,0.0016889558866656261,0.005066867659996878,0.016666666666666666,True,9.908611298960482,productcatalogservice
xgboost,3,0.007899374286770757,0.005683155166871712,0.0022162191198990444,3.1693637648983617,0.04339454657684359,0.08678909315368719,0.025,False,1.8298330228239148,productcatalogservice
holt_winters,3,0.007899374286770757,0.006480043139354408,0.0014193311474163493,2.361734342461614,0.0710271641089956,0.08678909315368719,0.05,False,1.3635479583745966,productcatalogservice
holt_winters,3,0.01778183501125904,0.01609081504688439,0.0016910199643746509,3.008967345362188,0.047488086024176236,0.14246425807252872,0.016666666666666666,False,1.737228106827653,recommendationservice
sarima,3,0.01778183501125904,0.016231174695157946,0.0015506603161010944,0.3461442670313521,0.3811284078873081,0.7622568157746162,0.025,False,0.19984648574899683,recommendationservice
xgboost,3,0.01778183501125904,0.01714203901143981,0.0006397959998192306,0.2882884856160072,0.4001285918993603,0.7622568157746162,0.05,False,0.1664434347746713,recommendationservice
xgboost,3,0.0067503784789708365,0.005501525528979302,0.0012488529499915353,1.1572932734033652,0.18334677767387425,0.5500403330216228,0.016666666666666666,False,0.668163582930776,shippingservice
holt_winters,3,0.0067503784789708365,0.0061049809821871704,0.0006453974967836666,0.474488738384304,0.3409560014633596,0.6819120029267192,0.025,False,0.2739462008336238,shippingservice
sarima,3,0.0067503784789708365,0.007451323037004127,-0.0007009445580332894,-0.743997682967907,0.732793520465508,0.732793520465508,0.05,False,-0.429547262537979,shippingservice
