Method,Name,Error,Occurrences,First Seen,Last Seen
GET,/product/[id],"ConnectionResetError(104, 'Connection reset by peer')",1,2026-07-10T22:12:04Z,2026-07-10T22:12:04Z
GET,/cart,"ConnectionResetError(104, 'Connection reset by peer')",1,2026-07-10T22:13:34Z,2026-07-10T22:13:34Z
