Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8725,0,170,2320.44950613976,7.830746006220579,11677.420191001147,10512.544985673352,12.11403328504787,0.0,170,2000,5800,6300,7200,7900,8700,9200,10000,12000,12000
GET,/cart,3289,0,110,1386.9179226966378,8.17239299067296,6995.513796020532,6876.760413499544,4.566539309400853,0.0,110,640,3300,3700,4400,5000,5600,5900,6800,7000,7000
POST,/cart [add],2149,0,170,2163.548587150562,12.830949010094628,10012.835016997997,16453.81293624942,2.98373152201351,0.0,170,3900,5300,5700,6500,7100,7500,7900,8700,10000,10000
POST,/cart/checkout,2123,0,140,1401.6180135518948,10.474178998265415,6701.036055019358,6806.181818181818,2.9476323970380087,0.0,140,2000,3200,3700,4400,4900,5500,5800,6500,6700,6700
GET,/product/[id],6595,0,130,1562.7819153136184,7.465116010280326,8397.303560981527,7915.77952994693,9.15668189282415,0.0,130,2600,3700,4000,4700,5300,5900,6300,7900,8400,8400
POST,/setCurrency,1073,0,190,2491.366433465083,8.730301982723176,12034.679154981859,10518.0,1.4897831191812452,0.0,190,2000,6300,6600,7600,8500,9300,9900,11000,12000,12000
,Aggregated,23954,0,150,1895.8161000240946,7.465116010280326,12034.679154981859,9503.163062536529,33.25840152550563,0.0,150,2200,4100,4800,6200,7100,8000,8600,10000,11000,12000
