Method,Name,Error,Occurrences,First Seen,Last Seen
POST,/setCurrency,"ConnectionResetError(104, 'Connection reset by peer')",1,2026-07-10T13:36:38Z,2026-07-10T13:36:38Z
GET,/,RemoteDisconnected('Remote end closed connection without response'),2,2026-07-10T13:38:53Z,2026-07-10T13:38:53Z
POST,/cart [add],HTTPError('500 Server Error: Internal Server Error for url: /cart [add]'),7795,2026-07-10T13:46:34Z,2026-07-10T13:55:32Z
POST,/setCurrency,HTTPError('500 Server Error: Internal Server Error for url: /setCurrency'),4043,2026-07-10T13:46:34Z,2026-07-10T13:55:33Z
GET,/,HTTPError('500 Server Error: Internal Server Error for url: /'),32278,2026-07-10T13:46:34Z,2026-07-10T13:55:34Z
GET,/cart,HTTPError('500 Server Error: Internal Server Error for url: /cart'),11809,2026-07-10T13:46:34Z,2026-07-10T13:55:34Z
POST,/cart/checkout,HTTPError('500 Server Error: Internal Server Error for url: /cart/checkout'),8522,2026-07-10T13:46:34Z,2026-07-10T13:57:06Z
GET,/product/[id],HTTPError('500 Server Error: Internal Server Error for url: /product/[id]'),23623,2026-07-10T13:46:34Z,2026-07-10T13:55:34Z
