Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8707,0,180,2393.7958575926823,6.775779009331018,12402.730740985135,10512.915585161365,12.08707784714339,0.0,180,3300,6000,6400,7200,7700,8500,9000,10000,12000,12000
GET,/cart,3305,0,120,1446.3408498129522,6.551170023158193,6441.625756997382,6876.992133131619,4.588008761319502,0.0,120,2100,3400,3800,4500,4900,5500,5700,6300,6400,6400
POST,/cart [add],2115,0,180,2121.132456827871,13.527089991839603,11405.823712993879,16455.15319148936,2.93604796677481,0.0,180,3000,5100,5500,6400,7100,7800,8200,9700,11000,11000
POST,/cart/checkout,2091,0,140,1388.096562247098,10.455702984472737,6803.6442620214075,6805.9201339072215,2.9027311104142446,0.0,140,1600,3200,3600,4200,4800,5500,5900,6400,6800,6800
GET,/product/[id],6591,0,130,1504.2717034321429,7.118284003809094,7449.156635004329,7917.08208162646,9.149641678020224,0.0,130,2200,3600,3900,4600,5100,5600,5900,6700,7400,7400
POST,/setCurrency,1090,0,200,2493.5212876002824,13.124443008564413,10697.803115996066,10518.0,1.5131405597090037,0.0,200,3100,6300,6800,7500,8200,8900,9300,11000,11000,11000
,Aggregated,23899,0,160,1909.8805430916184,6.551170023158193,12402.730740985135,9495.976860956525,33.176647923381175,0.0,160,2300,4000,4700,6300,7100,7900,8400,9900,11000,12000
