Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,238862,0,150,800.0384416204206,6.646623001870466,3624.6421819996613,10514.577090537632,13.249986733165338,0.0,150,1500,1700,1800,2100,2300,2500,2600,3000,3400,3600
GET,/cart,90665,0,100,564.1549861675068,5.767323000327451,2918.129695000971,6877.137230463795,5.029305821614302,0.0,100,960,1200,1300,1500,1700,1900,2000,2300,2600,2900
POST,/cart [add],60001,0,160,791.1582118010325,8.56421299977228,4305.302742999629,16455.5561240646,3.328333740723319,0.0,160,1400,1700,1800,2100,2300,2500,2700,3200,3800,4300
POST,/cart/checkout,59869,0,110,549.2573927248989,9.52645000143093,3101.047000000108,6806.255441046284,3.3210115285305974,0.0,110,900,1100,1200,1500,1600,1800,1900,2400,2800,3100
GET,/product/[id],179752,0,120,607.6248954904304,5.628626000543591,3260.219854000752,7951.169472384174,9.971077924742888,0.0,120,1100,1300,1400,1600,1800,2000,2100,2500,2900,3300
POST,/setCurrency,29675,0,170,842.5248264883664,8.894361002603546,3955.4194699994696,10518.0,1.6461109607500624,0.0,170,1500,1800,1900,2200,2400,2600,2700,3200,3700,4000
,Aggregated,658824,0,140,693.3951756687555,5.628626000543591,4305.302742999629,9518.843203951283,36.54582670952651,0.0,140,1100,1400,1600,1900,2100,2400,2500,3000,3400,4300
